5.674328206594533297e-01,-8.718734041831731618e-01
4.566337061133436404e-01,-1.102528947284566740e+00
1.711517212225749374e-01,-9.066809455886741809e-01
-3.173892415164193403e-01,-8.839587288755041961e-01
4.658556115702852107e-01,-9.180340354802581926e-01
4.963856276378987298e-01,-7.890187316827151909e-01
1.105927028986654070e-01,-5.653274724042295363e-01
2.413546635313962019e-01,-5.957948690715914042e-01
4.517877726765577862e-01,-5.843613737261824648e-01
3.655644689060423280e-01,-1.235958981212739838e+00
3.659435008476620288e-01,-1.095047156939231936e+00
2.149590060417819193e-01,-9.972762570366144885e-01
3.530239275316896519e-01,-7.348621863770621321e-01
1.698978112886005976e-01,-8.485698164739666760e-01
4.733684445312353328e-01,-8.954245869952170978e-01
2.592727870614633945e-01,-5.602095327671645641e-01
1.543119911699991909e-01,-6.384406441460419579e-01
8.604169757271849794e-02,-6.584731176491528393e-01
3.201175446764694121e-01,-7.202232778203659924e-01
4.621088510783583070e-01,-7.439163301869309297e-01
2.725020539959598920e-01,-6.028190453347300748e-01
1.505997880400649913e-01,-6.829108770372820381e-01
4.175608239545180456e-01,-3.081504470599843448e-01
4.275016414606852555e-01,-8.409249985118870674e-01
1.258449297893436958e-01,-8.811338994228808952e-01
6.618432560502637285e-01,-7.726691977171099568e-01
5.495121338288470048e-01,-9.420199942313846053e-01
2.522936127880026080e-01,-7.974578341254014990e-01
5.318533878966583694e-01,-6.260797070960473221e-01
4.350317445987653686e-01,-5.330011188985460668e-01
3.397852698484200573e-01,-1.341693283975851081e+00
5.422863872827223680e-02,-9.261701354553847354e-01
6.608724272824818557e-01,-9.019672504585002359e-01
1.628750891069756235e-01,-7.705613623536159418e-01
2.724765913348971003e-01,-1.141248940117453481e+00
5.793774438499413870e-01,-1.210454212996457724e+00
3.695804587202115021e-01,-5.550047825080161035e-01
3.043498507956252097e-01,-9.315086973467963105e-01
2.320439524649430818e-01,-6.953632964368546832e-01
3.769993648176785395e-01,-1.180571443177686364e+00
-9.462384269312484539e-03,-1.087219557060823627e+00
6.706793545972787596e-02,-1.061804536181883751e+00
6.784864538749701968e-01,-4.862356191042129794e-01
-1.662290082119414758e-01,2.568944663203429069e-01
-2.363423738443174993e-01,-2.026394287316909126e-01
-1.855476390034215273e-01,2.743045569294065289e-01
-6.606347202942833285e-02,-2.842213763373199753e-01
-3.758084752963019026e-01,1.901115897966681179e-01
-2.343365469171642679e-01,2.705750446717459790e-01
-3.158272516821044040e-01,-6.968626591428309439e-03
-1.594738207901967575e-01,-3.117608960262391316e-02
-1.916847448054056213e-01,-1.424572403215997041e-01
-1.892847172997208505e-01,-1.837508500151915358e-01
-8.767780975119099374e-02,-1.629680763235843988e-01
-3.685554126098309902e-01,8.881316540667949511e-02
-2.513101726353115795e-01,-1.286452828996291209e-01
1.886826538808731579e-01,2.719870662695523800e-01
-6.744269650474278566e-02,1.589305307408908630e-01
-1.916506429285558255e-01,3.305394324582020538e-01
-5.718391474022500170e-02,7.393672503191454221e-03
-1.677834694228270140e-01,6.178724805096155043e-02
-3.175686568241083974e-01,3.685993744119955284e-01
-2.081904851803029199e-01,-1.022615979818757986e-01
-2.109665576027600353e-01,-3.091350388810800223e-02
-1.753660430448582275e-01,-1.086008829776234919e-01
4.296170478839773238e-02,1.120403336339379982e-02
-2.292933225951249154e-01,4.805798475106874690e-02
-1.788966366785562090e-01,-4.018091508676074203e-02
-1.802809230865621282e-01,-2.717556835409648541e-01
-4.928440285804023269e-01,-3.802977824402916512e-02
-3.118051360325171939e-01,3.082505418928481733e-01
-1.489895156720281166e-01,-3.066265566476819027e-01
-4.085273261670436251e-01,4.749642916525519398e-01
-3.355826998638196113e-01,4.086756612848936876e-01
-2.597170716494340281e-01,1.247957978308326665e-01
-2.783089715097247785e-01,1.825485120033915054e-01
-7.465502518752611949e-02,-1.931235255645713522e-01
-1.437062519522220860e-01,-1.716313753515497642e-01
-2.415610282284650356e-01,-1.418857506827561898e-01
-2.069178704221850129e-01,3.262610255121154573e-02
-2.843431608878678185e-01,5.771506096771944483e-01
-3.716178782395552771e-01,7.783140601056471874e-01
-3.385255542457880629e-01,9.573557100810127229e-01
-3.149649670482557173e-01,6.825669813016634890e-01
-3.297832421203966136e-01,5.397386322846050577e-01
-4.668805832811170342e-01,6.033518339707709677e-01
-2.554987085027983773e-01,6.544098632371928570e-01
-5.919557613015977715e-01,4.384754004809643391e-01
-2.754400057696018700e-02,-4.124197569068238645e-01
-1.758413314192063925e+00,3.636161821437647879e-01
-2.126616781636308795e-01,-1.494799065530192164e-02
-1.105588323590195599e-01,-7.224661017691061948e-01
1.556273911865529991e-01,-4.386716165419721758e-01
-1.719943753382342788e-01,-6.151900852277719656e-01
-1.379946590561867303e+00,-1.851082845895744011e-01
-7.723519961059817363e-02,-5.704611083116643000e-01
-3.953729072636029684e-01,-5.780985033339036683e-01
-6.617059716908116895e-01,-2.115160843929209111e-01
-3.808050540886919189e-01,-2.313240743163229585e-01
-3.266445808561880826e-01,-1.229128059484826813e-01
2.979056490990861228e-02,-5.065690953705528354e-01
-2.075970498002689124e-01,-6.322298266744263984e-01
-4.622866288249619093e-01,-8.153076394390115222e-01
-9.607112509159905500e-02,-6.421647638497727240e-01
-1.565768532477187502e-01,-6.192897294739315717e-01
-2.176598249100963056e-01,-5.015184698223789095e-01
5.867012302392234924e-01,-4.643855160226456613e-01
6.153047667464504877e-02,-5.083476611820422209e-01
-2.804244432410648580e-01,-5.392377002621374649e-01
-9.856193620458642002e-01,-1.744308298906191157e-01
9.576147007443273906e-02,3.871277260270241660e-01
-5.048388260869900168e-02,7.204874226156311456e-01
2.231879308684842772e-02,1.072020822765721304e+00
2.129317739651433450e-01,8.986860537895678958e-01
2.874210277092423826e-01,1.153165313598522257e+00
2.848883143776995142e-01,1.014605016019599404e+00
-9.439370994325724240e-02,8.146262884593159503e-01
7.739100155783251722e-02,1.041341301606221847e+00
-2.725613165994281162e-02,1.062839725686546277e+00
1.166949521702254078e-01,9.497154643905167948e-01
2.336354560702290639e-01,9.324856753686152633e-01
4.307848748690708968e-02,9.668718552339813366e-01
1.678986313557244425e-01,9.155448313594606313e-01
8.746894250813613825e-02,8.366792540300874714e-01
5.171750572173804822e-02,1.116463487687988865e+00
2.611753668058717226e-01,1.251301304661021963e+00
1.638965938831932756e-01,9.829862748714438547e-01
2.604661297197401540e-03,6.907226303002090839e-01
2.615367128772121963e-01,1.275670074553093336e+00
2.870305006731700970e-01,1.250642594558987186e+00
2.634007403335412723e-01,9.312490796216733591e-01
9.916937840176635877e-02,9.336403688586635274e-01
-4.713364001593867841e-02,8.186225797876323096e-01
2.722112432559826642e-02,8.651601380176173750e-01
1.938341025460137146e-02,6.887584256926331250e-01
1.661539515404377998e-01,8.433644622051751361e-01
-7.662135902089982353e-02,9.236903777194708232e-01
7.551239559890232655e-02,1.004222896795801123e+00
1.967906313898102819e-02,5.740412287832346028e-01
7.259758174040303880e-02,9.510099919343247832e-01
-1.659925509070299954e-01,9.798144364325064304e-01
-9.427069952482058923e-02,9.001133838329752335e-01
-5.694689118281014845e-02,1.067411009755834028e+00
1.091036986783096470e-02,1.137352195952927580e+00
4.116941015311439411e-01,1.118263033903759807e+00
3.799869246937874327e-04,1.005296099610828220e+00
2.935378435345503134e-01,9.205856340280320627e-01
1.868346031140672991e-01,9.887222449098365118e-01
-2.423332048812569806e-01,7.568535487958031327e-01
1.825228637380391927e-01,5.966471170414356928e-01
1.001179287229248260e-01,8.725450998441647288e-01
